snapped_at,price,market_cap,total_volume
2015-08-24 00:00:00 UTC,0.002817654219,4850.16908987565,2.3518689051974477
2015-08-25 00:00:00 UTC,0.002985718767,5139.46699957545,2.9945714747970897
2015-08-26 00:00:00 UTC,0.003216807048,5537.2508120748,2.4999490449370456
2015-08-27 00:00:00 UTC,0.002990033064,5146.8934147164,2.399683070368644
2015-08-28 00:00:00 UTC,0.003108854386,5351.4264973411,2.58241783858684
2015-08-29 00:00:00 UTC,0.003110969378,5355.0671388203,1.6785846835225913
2015-09-07 00:00:00 UTC,0.00338868727,5833.1168322145,0.34624445340336624
2015-09-08 00:00:00 UTC,0.003448791192,5936.5767183492,2.3301453005290145
2015-09-09 00:00:00 UTC,0.0032122602,5529.42409527,6.776096106789007
2015-09-10 00:00:00 UTC,0.003216316761,5536.40685654735,6.257009753284259
2015-09-11 00:00:00 UTC,0.003244777016,5585.3969164916,5.638311962457716
2015-09-12 00:00:00 UTC,0.003190075084,5491.2357458434,4.547955299603778
2015-09-13 00:00:00 UTC,0.003130255184,5388.2647609784,4.462672594945417
2015-09-14 00:00:00 UTC,0.0030871161,5314.007298735,4.401171025066427
2015-09-15 00:00:00 UTC,0.003087715474,5315.0390311699,4.402025527260879
2015-09-16 00:00:00 UTC,0.00315737248,5434.943118448,4.501332578427525
2015-09-17 00:00:00 UTC,0.00300707832,5176.234266132,165.915943120867
2015-09-18 00:00:00 UTC,0.00287421898,4947.536841223,0.11121344974256392
2015-09-19 00:00:00 UTC,0.002860850721,4924.52538859335,0.0
2015-09-20 00:00:00 UTC,0.002770222997,4768.52335588595,0.12620319941433106
2015-09-21 00:00:00 UTC,0.002724227184,4689.3484631784,3.3001655880097642
2015-09-22 00:00:00 UTC,0.002765493693,4760.38256844555,1.5727689942373584
2015-09-23 00:00:00 UTC,0.002765285574,4760.0243228049,0.545464295986477
2015-09-24 00:00:00 UTC,0.002963836085,5101.79924491475,7.354037541623272
2015-09-25 00:00:00 UTC,0.002826769701,4865.86002481635,0.534658949162754
2015-09-26 00:00:00 UTC,0.00282258718,4858.660442293,6.041085318461735
2015-09-27 00:00:00 UTC,0.002798673094,4817.4959303569,5.91727009912469
2015-09-28 00:00:00 UTC,0.002711002745,4666.58457510575,2.2670393836672784
2015-09-29 00:00:00 UTC,0.002685400584,4622.5142952684,0.6198296430527543
2015-09-30 00:00:00 UTC,0.002891567175,4977.39915668625,0.5816820375443942
2015-10-01 00:00:00 UTC,0.002883735254,4963.9176794729,6.64532308938518
2015-10-02 00:00:00 UTC,0.002695265648,4639.4955231848,4.176549030445297
2015-10-03 00:00:00 UTC,0.002745785982,4726.4587001157,3.706006807061229
2015-10-04 00:00:00 UTC,0.002415204792,4157.4127687092,152.35228257776203
2015-10-05 00:00:00 UTC,0.002285479338,3934.1098584663,44.75718880982337
2015-10-06 00:00:00 UTC,0.00199866084,3440.394836934,88.69154322037386
2015-10-07 00:00:00 UTC,0.001704992529,2934.88888979415,7.592987015064354
2015-10-08 00:00:00 UTC,0.001710021632,2943.5457362432,1.7596909025559473
2015-10-09 00:00:00 UTC,0.002029344381,3493.21195023435,3.756526931409656
2015-10-10 00:00:00 UTC,0.001965020409,3382.48788103215,1.3393417926944953
2015-10-11 00:00:00 UTC,0.002034772224,3502.5551677824,1.7473614235442123
2015-10-12 00:00:00 UTC,0.00186630236,3212.559567386,3.493671110183169
2015-10-13 00:00:00 UTC,0.00187053825,3219.8510166375,13.599654275984442
2015-10-14 00:00:00 UTC,0.001811827452,3118.7891845002,29.235986748767466
2015-10-15 00:00:00 UTC,0.001670355088,2875.2657307288,22.915719384669647
2015-10-16 00:00:00 UTC,0.001912702815,3292.43099060025,41.393389084413705
2015-10-17 00:00:00 UTC,0.001765480838,3039.0104404913,0.6031342239391339
2015-10-18 00:00:00 UTC,0.00173599239,2988.2505005265,2.800471174017899
2015-10-19 00:00:00 UTC,0.0018494658,3183.57795483,6.257340619766047
2015-10-20 00:00:00 UTC,0.0018242982,3140.25570657,2.930274530145533
2015-10-21 00:00:00 UTC,0.001740961924,2996.8048078774,29.70605905471362
2015-10-22 00:00:00 UTC,0.00197246133,3395.2963103955,21.06075894420535
2015-10-23 00:00:00 UTC,0.001814120136,3122.7356961036,15.266809558949939
2015-10-24 00:00:00 UTC,0.001850536164,3185.4204259014,7.301724509241725
2015-10-25 00:00:00 UTC,0.00185656348,3195.795546298,6.578287141839638
2015-10-26 00:00:00 UTC,0.001550351337,2668.69727394495,10.165181953184552
2015-10-27 00:00:00 UTC,0.00148878747,2562.7243114845,22.217957415108064
2015-10-28 00:00:00 UTC,0.001521219366,2618.5509556641,25.10877228890922
2015-10-29 00:00:00 UTC,0.001447112653,2490.98736524155,11.566308121301066
2015-10-30 00:00:00 UTC,0.001782129282,3067.6682395707,15.189576514616745
2015-10-31 00:00:00 UTC,0.001461462444,2515.6883779794,2.163992791800163
2015-11-01 00:00:00 UTC,0.001524236399,2623.74432541865,0.8059098593941059
2015-11-02 00:00:00 UTC,0.001662639372,2861.9842829922,1.176839361106248
2015-11-03 00:00:00 UTC,0.00215047926,3701.727474201,0.4338416499983439
2015-11-04 00:00:00 UTC,0.001944965828,3347.9669280278,0.7862475009683053
2015-11-05 00:00:00 UTC,0.00184253176,3171.642045076,1.4258799235443667
2015-11-06 00:00:00 UTC,0.00181566262,3125.390850937,0.24691948893802249
2015-11-07 00:00:00 UTC,0.001993359,3431.26851465,82.65716410763716
2015-11-08 00:00:00 UTC,0.00192066534,3306.137283009,5.5257100129285295
2015-11-09 00:00:00 UTC,0.00181947832,3131.959006132,8.023376749491394
2015-11-10 00:00:00 UTC,0.00154624707,2661.6323939445,101.6099111310555
2015-11-11 00:00:00 UTC,0.00140140214,2412.303573689,1.160013757582849
2015-11-12 00:00:00 UTC,0.00153769525,2646.9117185875,1.854774901100808
2015-11-13 00:00:00 UTC,0.0015350426,2642.34557951,1.0994581634293308
2015-11-14 00:00:00 UTC,0.00162103989,2790.3770146515,2.635584080625892
