prices,times
24.7594,2014-01-21 00:00:00 UTC
24.6703,2014-01-22 00:00:00 UTC
23.5596,2014-01-23 00:00:00 UTC
20.8659,2014-01-24 00:00:00 UTC
21.3619,2014-01-25 00:00:00 UTC
23.1017,2014-01-26 00:00:00 UTC
23.0753,2014-01-27 00:00:00 UTC
21.6138,2014-01-28 00:00:00 UTC
21.8387,2014-01-29 00:00:00 UTC
21.245,2014-01-30 00:00:00 UTC
21.6617,2014-01-31 00:00:00 UTC
22.9952,2014-02-01 00:00:00 UTC
22.8897,2014-02-02 00:00:00 UTC
21.7649,2014-02-03 00:00:00 UTC
21.6449,2014-02-04 00:00:00 UTC
21.4874,2014-02-05 00:00:00 UTC
20.3577,2014-02-06 00:00:00 UTC
19.1125,2014-02-07 00:00:00 UTC
18.5533,2014-02-08 00:00:00 UTC
18.4581,2014-02-09 00:00:00 UTC
17.092,2014-02-10 00:00:00 UTC
18.1777,2014-02-11 00:00:00 UTC
17.0879,2014-02-12 00:00:00 UTC
16.412,2014-02-13 00:00:00 UTC
15.9569,2014-02-14 00:00:00 UTC
16.0851,2014-02-15 00:00:00 UTC
15.4229,2014-02-16 00:00:00 UTC
15.7769,2014-02-17 00:00:00 UTC
15.4332,2014-02-18 00:00:00 UTC
15.6621,2014-02-19 00:00:00 UTC
14.7345,2014-02-20 00:00:00 UTC
13.8882,2014-02-21 00:00:00 UTC
14.0435,2014-02-22 00:00:00 UTC
15.7927,2014-02-23 00:00:00 UTC
14.875,2014-02-24 00:00:00 UTC
13.6107,2014-02-25 00:00:00 UTC
14.3143,2014-02-26 00:00:00 UTC
14.1769,2014-02-27 00:00:00 UTC
13.6863,2014-02-28 00:00:00 UTC
13.7268,2014-03-01 00:00:00 UTC
13.1378,2014-03-02 00:00:00 UTC
13.6136,2014-03-03 00:00:00 UTC
16.4496,2014-03-04 00:00:00 UTC
16.1083,2014-03-05 00:00:00 UTC
16.3005,2014-03-06 00:00:00 UTC
15.853,2014-03-07 00:00:00 UTC
15.397,2014-03-08 00:00:00 UTC
16.0151,2014-03-09 00:00:00 UTC
15.8318,2014-03-10 00:00:00 UTC
16.1522,2014-03-11 00:00:00 UTC
17.1924,2014-03-12 00:00:00 UTC
17.0246,2014-03-13 00:00:00 UTC
16.5879,2014-03-14 00:00:00 UTC
16.9373,2014-03-15 00:00:00 UTC
17.3074,2014-03-16 00:00:00 UTC
17.3328,2014-03-17 00:00:00 UTC
19.2724,2014-03-18 00:00:00 UTC
17.5924,2014-03-19 00:00:00 UTC
16.4095,2014-03-20 00:00:00 UTC
15.8585,2014-03-21 00:00:00 UTC
15.809000000000001,2014-03-22 00:00:00 UTC
15.4232,2014-03-23 00:00:00 UTC
16.0323,2014-03-24 00:00:00 UTC
16.2767,2014-03-25 00:00:00 UTC
16.2098,2014-03-26 00:00:00 UTC
15.2921,2014-03-27 00:00:00 UTC
14.2691,2014-03-28 00:00:00 UTC
13.7051,2014-03-29 00:00:00 UTC
12.7372,2014-03-30 00:00:00 UTC
12.9836,2014-03-31 00:00:00 UTC
13.322674629000002,2014-04-01 00:00:00 UTC
11.86978195,2014-04-02 00:00:00 UTC
11.302238015999999,2014-04-03 00:00:00 UTC
11.19953604,2014-04-04 00:00:00 UTC
11.38823455,2014-04-05 00:00:00 UTC
11.614317587999999,2014-04-06 00:00:00 UTC
11.4183,2014-04-07 00:00:00 UTC
11.428266606,2014-04-08 00:00:00 UTC
11.176634837,2014-04-09 00:00:00 UTC
8.288510879,2014-04-10 00:00:00 UTC
10.829051414,2014-04-11 00:00:00 UTC
10.7520696,2014-04-12 00:00:00 UTC
10.328093055,2014-04-13 00:00:00 UTC
11.491184718,2014-04-14 00:00:00 UTC
13.36716881,2014-04-15 00:00:00 UTC
13.509518625,2014-04-16 00:00:00 UTC
12.68136,2014-04-17 00:00:00 UTC
12.14707248,2014-04-18 00:00:00 UTC
12.935013185,2014-04-19 00:00:00 UTC
12.666681819,2014-04-20 00:00:00 UTC
12.479414689,2014-04-21 00:00:00 UTC
12.184363429000001,2014-04-22 00:00:00 UTC
12.227127000000001,2014-04-23 00:00:00 UTC
12.589140951,2014-04-24 00:00:00 UTC
10.997596599000001,2014-04-25 00:00:00 UTC
10.700604,2014-04-26 00:00:00 UTC
10.0721968,2014-04-27 00:00:00 UTC
10.1496516,2014-04-28 00:00:00 UTC
10.483335499999999,2014-04-29 00:00:00 UTC
11.013670800000002,2014-04-30 00:00:00 UTC
11.24075511,2014-05-01 00:00:00 UTC
10.683274206,2014-05-02 00:00:00 UTC
10.321311874,2014-05-03 00:00:00 UTC
10.32784816,2014-05-04 00:00:00 UTC
10.25491879,2014-05-05 00:00:00 UTC
10.39168879,2014-05-06 00:00:00 UTC
10.626667,2014-05-07 00:00:00 UTC
10.549202796,2014-05-08 00:00:00 UTC
10.780113597,2014-05-09 00:00:00 UTC
10.87369515,2014-05-10 00:00:00 UTC
10.38354254,2014-05-11 00:00:00 UTC
10.4483301,2014-05-12 00:00:00 UTC
10.3903668,2014-05-13 00:00:00 UTC
10.524204323,2014-05-14 00:00:00 UTC
10.46653,2014-05-15 00:00:00 UTC
10.39460275,2014-05-16 00:00:00 UTC
10.401757489,2014-05-17 00:00:00 UTC
10.359054156000001,2014-05-18 00:00:00 UTC
10.342171,2014-05-19 00:00:00 UTC
10.68350907,2014-05-20 00:00:00 UTC
10.625896758,2014-05-21 00:00:00 UTC
10.66120932,2014-05-22 00:00:00 UTC
11.22900975,2014-05-23 00:00:00 UTC
11.189286537000001,2014-05-24 00:00:00 UTC
11.524184408,2014-05-25 00:00:00 UTC
11.493898310999999,2014-05-26 00:00:00 UTC
11.22435225,2014-05-27 00:00:00 UTC
11.048125289000001,2014-05-28 00:00:00 UTC
10.830381599999999,2014-05-29 00:00:00 UTC
11.416676346,2014-05-30 00:00:00 UTC
10.939414999999999,2014-05-31 00:00:00 UTC
11.13881358,2014-06-01 00:00:00 UTC
11.375585300000001,2014-06-02 00:00:00 UTC
11.558818956,2014-06-03 00:00:00 UTC
11.066823758,2014-06-04 00:00:00 UTC
11.325901,2014-06-05 00:00:00 UTC
11.156436,2014-06-06 00:00:00 UTC
11.170280262,2014-06-07 00:00:00 UTC
11.288733470999999,2014-06-08 00:00:00 UTC
11.1524346,2014-06-09 00:00:00 UTC
11.046945034,2014-06-10 00:00:00 UTC
10.855532340999998,2014-06-11 00:00:00 UTC
9.82914275,2014-06-12 00:00:00 UTC
10.133403432,2014-06-13 00:00:00 UTC
9.764156529,2014-06-14 00:00:00 UTC
9.9588087,2014-06-15 00:00:00 UTC
9.6758516,2014-06-16 00:00:00 UTC
9.611315889000002,2014-06-17 00:00:00 UTC
9.667040000000002,2014-06-18 00:00:00 UTC
